中国建筑	合作	白云机场	2021-12-07 17:33:00
中国建筑	合作	白云机场	2021-12-07 17:35:23
康恩贝	合作	众生药业	2021-12-07 19:13:00
阿拉丁	同行	硅宝科技	2021-12-08 08:12:19
比亚迪	同涨	赣锋锂业	2021-12-08 10:39:00
恩捷股份	同涨	天赐材料	2021-12-08 10:53:54
华能国际	同涨	金风科技	2021-12-08 11:08:00
中远海控	同涨	中远海发	2021-12-08 11:18:00
老白干酒	同涨	贵州茅台	2021-12-08 11:30:00
华能国际	同涨	大唐发电	2021-12-08 12:08:52
白银有色	同涨	西仪股份	2021-12-08 15:29:34
新力金融	被减持	海螺水泥	2021-12-08 15:40:00
新力金融	被减持	海螺水泥	2021-12-08 15:41:23
新力金融	被减持	海螺水泥	2021-12-08 15:43:40
新力金融	被减持	海螺水泥	2021-12-08 15:44:18
双林股份	供应	长安汽车	2021-12-08 15:46:51
双林股份	供应	长安汽车	2021-12-08 15:47:00
协鑫能科	上级	智慧能源	2021-12-08 17:12:17
协鑫能科	上级	智慧能源	2021-12-08 17:13:44
协鑫能科	上级	智慧能源	2021-12-08 17:17:00
嘉元科技	合作	宁德时代	2021-12-08 18:47:14
嘉元科技	合作	宁德时代	2021-12-08 18:47:47
嘉元科技	合作	宁德时代	2021-12-08 18:52:47
中集车辆	下级	中集集团	2021-12-08 19:56:00
诺德股份	同行	嘉元科技	2021-12-09 06:01:52
迎驾贡酒	同涨	老白干酒	2021-12-09 08:35:58
众信旅游	同涨	中青旅	2021-12-09 09:31:00
中国船舶	上级	七一二	2021-12-09 09:52:50
中国船舶	上级	七一二	2021-12-09 09:55:00
东信和平	同涨	海联金汇	2021-12-09 10:24:00
分众传媒	同涨	爱尔眼科	2021-12-09 10:43:39
广汽集团	同涨	长城汽车	2021-12-09 10:48:51
中公教育	同涨	全通教育	2021-12-09 13:10:16
中国联通	合作	亨通光电	2021-12-09 13:59:35
洛阳玻璃	同涨	福耀玻璃	2021-12-09 14:14:38
洛阳玻璃	同涨	福耀玻璃	2021-12-09 14:15:00
华能国际	同涨	华电国际	2021-12-09 14:30:00
兴发集团	合作	华友钴业	2021-12-09 16:09:19
兴发集团	合作	华友钴业	2021-12-09 16:10:00
艾迪药业	合作	中国医药	2021-12-09 16:57:36
祥源文化	被增持	太平洋证券	2021-12-09 19:44:39
祥源文化	被增持	太平洋证券	2021-12-09 19:45:00
祥源文化	增持	太平洋证券	2021-12-09 20:07:19
维信诺	合作	弘信电子	2021-12-09 22:29:00
比亚迪	同跌	广汽集团	2021-12-10 09:28:00
比亚迪	同跌	广汽集团	2021-12-10 09:32:42
安恒信息	合作	正元智慧	2021-12-10 09:35:00
赣锋锂业	同跌	福耀玻璃	2021-12-10 09:39:56
平安银行	同行	中国银行	2021-12-10 09:50:20
东方电气	同跌	金风科技	2021-12-10 10:26:00
上海电气	供应	东方电气	2021-12-10 11:20:23
福耀玻璃	同跌	洛阳玻璃	2021-12-10 11:32:00
中远海控	同涨	中远海能	2021-12-10 11:38:00
福耀玻璃	同跌	中煤能源	2021-12-10 13:10:02
福耀玻璃	同跌	中煤能源	2021-12-10 13:10:20
海马汽车	合作	航天科技	2021-12-10 13:11:07
海螺水泥	同跌	金隅集团	2021-12-10 13:12:15
宁德时代	同涨	分众传媒	2021-12-10 14:04:08
中谷物流	合作	广州港	2021-12-10 15:00:31
上汽集团	合作	宁德时代	2021-12-10 17:47:00
ST中天	投资	京城股份	2021-12-10 18:16:00
农业银行	合作	中国银行	2021-12-10 19:12:00
五粮液	同行	贵州茅台	2021-12-11 17:47:19
宁德时代	同行	比亚迪	2021-12-12 13:00:41
先惠技术	合作	宁德时代	2021-12-12 15:39:07
联创股份	供应	宁德时代	2021-12-12 16:36:02
联创股份	合作	宁德时代	2021-12-12 16:37:00
联创股份	供应	宁德时代	2021-12-12 16:37:32
阿拉丁	投资	中环装备	2021-12-12 16:54:29
阿拉丁	投资	中材节能	2021-12-12 16:54:29
阿拉丁	投资	中材节能	2021-12-12 16:56:37
阿拉丁	上级	中环装备	2021-12-12 16:58:01
隆基股份	同行	中环股份	2021-12-13 05:38:03
隆基股份	同行	中环股份	2021-12-13 07:05:53
联创股份	供应	宁德时代	2021-12-13 09:25:00
洛阳玻璃	同涨	福莱特	2021-12-13 09:41:10
洛阳玻璃	同涨	福莱特	2021-12-13 09:41:57
大唐发电	同涨	华能国际	2021-12-13 09:47:00
九安医疗	同涨	三诺生物	2021-12-13 10:02:00
中远海能	同涨	中远海控	2021-12-13 10:41:00
会畅通讯	同涨	奥雅设计	2021-12-13 11:30:00
中国重汽	同涨	海螺水泥	2021-12-13 12:06:54
浦发银行	供应	金麒麟	2021-12-13 14:37:42
三聚环保	合作	紫金矿业	2021-12-13 15:22:10
三聚环保	合作	紫金矿业	2021-12-13 15:23:00
中铝国际	同涨	西仪股份	2021-12-13 15:25:26
西仪股份	同涨	中铝国际	2021-12-13 15:25:26
三聚环保	合作	紫金矿业	2021-12-13 15:25:44
联创股份	供应	宁德时代	2021-12-13 18:51:37
博创科技	被减持	天通股份	2021-12-13 19:12:41
亚光科技	被减持	天通股份	2021-12-13 19:53:57
赣锋锂业	同行	北汽蓝谷	2021-12-14 07:05:36
联创股份	供应	宁德时代	2021-12-14 08:49:46
联创股份	供应	宁德时代	2021-12-14 08:52:45
联创股份	合作	宁德时代	2021-12-14 09:21:14
中远海控	同跌	中远海发	2021-12-14 09:41:00
长城汽车	同跌	广汽集团	2021-12-14 09:44:00
宣亚国际	同涨	湖北广电	2021-12-14 11:30:00
丰元股份	合作	鹏辉能源	2021-12-14 11:44:00
比亚迪	同跌	福耀玻璃	2021-12-14 13:21:00
新华文轩	合作	永辉超市	2021-12-14 14:28:53
永太科技	供应	宁德时代	2021-12-14 15:32:17
永太科技	供应	宁德时代	2021-12-14 15:35:00
西仪股份	同涨	宣亚国际	2021-12-14 15:37:26
亚太股份	供应	长城汽车	2021-12-14 16:03:09
亚太股份	供应	长城汽车	2021-12-14 16:05:09
亚太股份	供应	长城汽车	2021-12-14 16:13:28
亿纬锂能	被增持	华泰证券	2021-12-14 16:30:28
松发股份	上级	兄弟科技	2021-12-14 17:39:00
松发股份	上级	兄弟科技	2021-12-14 17:42:40
天津港	同行	青岛港	2021-12-14 17:49:03
松发股份	上级	兄弟科技	2021-12-14 17:54:16
迈为股份	被增持	明阳智能	2021-12-14 18:05:47
四创电子	被投资	中电科	2021-12-14 18:50:14
冀东水泥	被增持	金隅集团	2021-12-14 19:35:45
科蓝软件	同涨	新国都	2021-12-14 19:39:05
优博讯	同涨	四川成渝	2021-12-14 19:39:05
天奥电子	被增持	中电科	2021-12-14 20:21:38
文科园林	合作	白云山	2021-12-14 21:25:33
文科园林	合作	白云山	2021-12-14 21:29:11
四川成渝	同涨	科蓝软件	2021-12-15 09:33:00
派瑞股份	同涨	利亚德	2021-12-15 09:47:00
穗恒运A	同涨	皖能电力	2021-12-15 09:49:00
大唐发电	同涨	华能国际	2021-12-15 10:37:00
南国置业	同涨	京能置业	2021-12-15 11:30:00
大唐发电	同涨	华能国际	2021-12-15 12:09:24
京东方	合作	东方集团	2021-12-15 13:10:00
京东方	合作	东方集团	2021-12-15 13:10:06
京东方	合作	东方集团	2021-12-15 13:13:36
万年青	同涨	中粮工科	2021-12-15 13:54:58
君实生物	同跌	复星医药	2021-12-15 14:40:00
药明康德	同跌	康龙化成	2021-12-15 15:44:00
药明康德	同跌	康龙化成	2021-12-15 15:45:12
奥来德	供应	京东方	2021-12-15 17:04:00
瑞联新材	被减持	皖江物流	2021-12-15 17:14:50
中天科技	合作	金风科技	2021-12-15 17:19:00
中天科技	合作	金风科技	2021-12-15 17:19:21
邮储银行	同行	民生银行	2021-12-15 18:11:32
吉大通信	供应	中国联通	2021-12-15 19:40:00
吉大通信	供应	中国联通	2021-12-15 19:43:45
吉大通信	供应	中国联通	2021-12-15 19:44:38
中国人寿	同行	新华保险	2021-12-16 06:44:36
中国人寿	同行	新华保险	2021-12-16 06:46:00
靖远煤电	同涨	中煤能源	2021-12-16 09:31:00
药明康德	同涨	昭衍新药	2021-12-16 09:31:54
兰卫医学	同跌	东方生物	2021-12-16 10:49:00
东方电气	同涨	大唐发电	2021-12-16 10:58:00
中煤能源	同涨	山煤国际	2021-12-16 11:30:00
天齐锂业	同跌	西藏矿业	2021-12-16 13:15:36
药明康德	同涨	昭衍新药	2021-12-16 13:50:59
中国重汽	同涨	中联重科	2021-12-16 15:06:00
蓝光发展	同涨	靖远煤电	2021-12-16 15:34:56
西仪股份	同涨	美锦能源	2021-12-16 15:35:43
中国铁建	合作	中国电建	2021-12-16 16:03:54
盈峰环境	合作	中联重科	2021-12-16 16:18:15
东方航空	同行	南方航空	2021-12-16 18:05:23
东方航空	同行	南方航空	2021-12-16 18:06:16
威龙股份	被减持	平安银行	2021-12-16 18:06:16
东方航空	同行	南方航空	2021-12-16 18:09:00
威龙股份	被减持	平安银行	2021-12-16 18:12:36
中电环保	合作	包钢股份	2021-12-16 19:12:09
通达电气	合作	锐明技术	2021-12-17 09:08:38
通达电气	合作	锐明技术	2021-12-17 09:08:38
通达电气	合作	锐明技术	2021-12-17 09:11:30
通达电气	合作	锐明技术	2021-12-17 09:11:30
贵州茅台	同行	山西汾酒	2021-12-17 09:17:55
药明康德	同涨	康龙化成	2021-12-17 09:26:00
内蒙华电	同涨	吉电股份	2021-12-17 09:35:00
中国铝业	同涨	江西铜业	2021-12-17 09:41:00
大唐发电	同涨	华电国际	2021-12-17 09:43:00
重庆钢铁	同涨	鞍钢股份	2021-12-17 09:54:00
新希望	上级	新希望乳业	2021-12-17 11:40:43
比亚迪	同跌	赣锋锂业	2021-12-17 13:14:00
比亚迪	同跌	赣锋锂业	2021-12-17 13:15:46
硅宝科技	合作	正泰电器	2021-12-17 13:18:00
中铝国际	同涨	国机通用	2021-12-17 13:40:19
洛阳玻璃	同跌	福莱特	2021-12-17 14:21:36
西仪股份	同涨	内蒙华电	2021-12-17 15:28:57
上海沿浦	被投资	长城汽车	2021-12-17 15:58:00
建发股份	被减持	宏发股份	2021-12-17 16:07:25
建发股份	被减持	宏发股份	2021-12-17 16:10:00
龙蟠科技	合作	宁德时代	2021-12-17 19:30:32
鼎胜新材	合作	宁德时代	2021-12-19 16:09:48
隆基股份	同行	中环股份	2021-12-20 07:18:18
蓝色光标	增持	贵州茅台	2021-12-20 09:14:31
渝开发	同涨	金地集团	2021-12-20 09:36:50
西仪股份	同涨	风范股份	2021-12-20 10:02:03
金风科技	同跌	东方电气	2021-12-20 10:20:34
赣锋锂业	同跌	比亚迪	2021-12-20 10:27:19
赣锋锂业	同跌	比亚迪	2021-12-20 10:28:28
中国重汽	同跌	中联重科	2021-12-20 10:34:00
中信博	合作	中国电建	2021-12-20 10:47:32
宁德时代	同跌	阳光电源	2021-12-20 12:52:34
赣锋锂业	同跌	金风科技	2021-12-20 13:02:00
禾望电气	合作	电科院	2021-12-20 15:28:32
禾望电气	合作	电科院	2021-12-20 15:29:00
焦作万方	纠纷	东兴证券	2021-12-20 16:28:07
江苏阳光	合作	东阳光	2021-12-20 16:47:00
国统股份	供应	安徽水利	2021-12-20 17:07:25
紫金矿业	增持	嘉友国际	2021-12-20 17:31:31
科泰电源	增持	智光电气	2021-12-20 20:49:58
北新建材	合作	中材国际	2021-12-20 21:10:35
长远锂科	被投资	中信证券	2021-12-21 02:36:09
智光电气	被增持	科泰电源	2021-12-21 07:49:00
智光电气	被增持	科泰电源	2021-12-21 08:13:30
云南旅游	同涨	桂林旅游	2021-12-21 09:38:50
万丰奥威	供应	比亚迪	2021-12-21 09:42:43
万丰奥威	合作	比亚迪	2021-12-21 09:43:00
博通股份	同涨	美吉姆	2021-12-21 09:57:00
长城汽车	同跌	比亚迪	2021-12-21 10:46:00
招商银行	增持	邮储银行	2021-12-21 11:19:34
华能国际	同涨	大唐发电	2021-12-21 12:10:07
联美控股	同涨	内蒙华电	2021-12-21 13:19:00
联美控股	同涨	内蒙华电	2021-12-21 13:19:31
方直科技	同涨	中国银河	2021-12-21 16:27:00
阳光城	同涨	泰禾集团	2021-12-21 16:38:08
华扬联众	合作	工商银行	2021-12-21 17:09:40
华扬联众	合作	工商银行	2021-12-21 17:12:00
中国软件	被供应	长城科技	2021-12-21 18:14:00
海螺水泥	增持	西部建设	2021-12-21 19:03:57
海螺水泥	增持	西部建设	2021-12-21 19:04:24
兴源环境	投资	新希望	2021-12-21 19:05:03
西部建设	被投资	海螺水泥	2021-12-21 19:39:21
捷强装备	合作	东风汽车	2021-12-21 19:53:07
中国船舶	合作	招商轮船	2021-12-21 20:11:00
中国船舶	合作	招商轮船	2021-12-21 20:11:11
西部建设	被增持	海螺水泥	2021-12-22 00:38:45
晨鸣纸业	同涨	太阳纸业	2021-12-22 06:44:07
西安银行	同行	北京银行	2021-12-22 06:53:14
广宇发展	同跌	上海电力	2021-12-22 09:34:00
比亚迪	同涨	长城汽车	2021-12-22 09:39:42
赣锋锂业	同涨	比亚迪	2021-12-22 10:03:00
天舟文化	同涨	掌趣科技	2021-12-22 10:17:21
中装建设	同涨	宝鹰股份	2021-12-22 11:30:00
上海电力	同跌	内蒙华电	2021-12-22 13:04:00
华电国际	同跌	大唐发电	2021-12-22 13:11:03
中远海控	同跌	中远海发	2021-12-22 13:30:00
天康生物	同涨	华统股份	2021-12-22 14:24:00
比亚迪	同涨	立讯精密	2021-12-22 14:28:31
万邦德	同涨	广誉远	2021-12-22 15:00:00
航天电子	被投资	盛视科技	2021-12-22 16:46:50
复洁环保	供应	苏美达	2021-12-22 19:12:59
光大证券	合作	恒生电子	2021-12-22 21:01:07
歌尔股份	增持	美锦能源	2021-12-23 09:22:15
中国铝业	同涨	洛阳钼业	2021-12-23 09:56:00
比亚迪	同涨	福耀玻璃	2021-12-23 09:57:25
大唐发电	同涨	华能国际	2021-12-23 10:02:08
中国铝业	同涨	江西铜业	2021-12-23 10:17:58
中国铝业	同涨	江西铜业	2021-12-23 10:19:11
福莱特	同涨	福耀玻璃	2021-12-23 10:34:00
中新药业	同行	国药股份	2021-12-23 11:24:00
拓普集团	同涨	旭升股份	2021-12-23 11:30:00
大唐发电	同涨	林洋能源	2021-12-23 13:02:00
健麾信息	被减持	翰宇药业	2021-12-23 16:03:37
健麾信息	被减持	翰宇药业	2021-12-23 16:08:12
万马股份	供应	中兴通讯	2021-12-23 17:12:08
万马股份	供应	中兴通讯	2021-12-23 17:12:50
中交地产	合作	碧水源	2021-12-23 17:57:57
碧水源	供应	中交地产	2021-12-23 17:58:45
中交地产	合作	碧水源	2021-12-23 17:58:45
龙元建设	合作	上海建工	2021-12-23 18:19:05
龙元建设	合作	上海建工	2021-12-23 18:20:00
科力远	供应	长安汽车	2021-12-23 23:50:18
嘉元科技	供应	海亮股份	2021-12-24 08:37:40
韵达股份	同行	圆通速递	2021-12-24 08:42:14
韵达股份	同行	圆通速递	2021-12-24 08:44:08
奥拓电子	供应	工商银行	2021-12-24 08:55:08
乐山电力	同涨	西昌电力	2021-12-24 09:36:00
福耀玻璃	同涨	洛阳玻璃	2021-12-24 09:44:00
长城汽车	同跌	比亚迪	2021-12-24 10:05:00
